relative_path,source_split,source_class,target_class_id,target_class_name,status,reason,canonical_relative_path,bytes,width,height,format,mode,sha256,dhash
val_images/57.Myzus persicae Sulzer/025.jpg,val_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,val_images/57.Myzus persicae Sulzer/025.jpg,500700,1984,1116,JPEG,RGB,f02f46962af55bfc4e5de9afb4d45ce54a369815b57157172c7cddfc9173b80a,010185e1b1d0c848
val_images/57.Myzus persicae Sulzer/026.jpg,val_images,57.Myzus persicae Sulzer,9,蚜虫,reject,duplicate_or_near_duplicate:train_images/57.Myzus persicae Sulzer/215.jpg,train_images/57.Myzus persicae Sulzer/215.jpg,73538,444,585,JPEG,RGB,5ae968da2747e8b7f95908710b307d4a97319f12f137bd335ee4c617b2ba901a,18b2d2f0f45c6161
val_images/57.Myzus persicae Sulzer/027.jpg,val_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,val_images/57.Myzus persicae Sulzer/027.jpg,69686,429,543,JPEG,RGB,296d661d5f9f8e7c2838e8dbca9a637ad09e4609432d42813695ad62705c1bab,18a6d2f0f4dce963
val_images/57.Myzus persicae Sulzer/028.jpg,val_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,val_images/57.Myzus persicae Sulzer/028.jpg,337619,1315,894,JPEG,RGB,3a94ec79d74d5253149523de8699039d30ead0c4e3685a30dbbbdc17bd99c008,8f69594d2d32862d
val_images/57.Myzus persicae Sulzer/029.jpg,val_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,val_images/57.Myzus persicae Sulzer/029.jpg,3577850,3968,2232,JPEG,RGB,1e20a8ecba5d7e74bb9e0838c550b36f38561302da2807cff7331546c5ac5499,7b7e7f7fefe6ebed
val_images/57.Myzus persicae Sulzer/030.jpg,val_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,val_images/57.Myzus persicae Sulzer/030.jpg,45751,384,224,JPEG,RGB,a8b9379eedd62377a413c900338482bb9b58926589710b71abce0ee28fbd9c9d,c7c3838383830783
val_images/57.Myzus persicae Sulzer/031.jpg,val_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,val_images/57.Myzus persicae Sulzer/031.jpg,3724054,3648,2736,JPEG,RGB,7c198c9728cfe285db095a55bdc579ddf8f7636a2f2ee20083804f3b9808ef5e,6fc938c19e0c8410
val_images/58.Aphis gossypii Glover/000.jpg,val_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,val_images/58.Aphis gossypii Glover/000.jpg,1193633,2272,1704,JPEG,RGB,8268171b17ec6e08642a309a6efc70264eff84dad6fb34868c2a4acb2d1931e8,1b132d1d8c385ad7
val_images/58.Aphis gossypii Glover/001.jpg,val_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,val_images/58.Aphis gossypii Glover/001.jpg,1317941,2272,1704,JPEG,RGB,e2e9a65b84568ab54a89e9159b89eaafb3724842e1ccc71f7b5cfb1d5eb39395,046425159804020d
val_images/58.Aphis gossypii Glover/002.jpg,val_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,val_images/58.Aphis gossypii Glover/002.jpg,3104766,3872,2592,JPEG,RGB,eb0fcf2f774309f800b4ab60a81b4f3edaa2ff84829c5b46a8f249470f3daaab,0f56333717ccce47
val_images/58.Aphis gossypii Glover/003.jpg,val_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,val_images/58.Aphis gossypii Glover/003.jpg,13399210,7360,4912,MPO,RGB,45d2579e48c651278b59939114d966921a76125e34bcdf8d652899a9f84a733a,e0f0311fec2796a6
val_images/58.Aphis gossypii Glover/004.jpg,val_images,58.Aphis gossypii Glover,9,蚜虫,reject,unreadable:OSError:broken data stream when reading image file,,13617755,,,,,,
val_images/58.Aphis gossypii Glover/012.jpg,val_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,val_images/58.Aphis gossypii Glover/012.jpg,19824443,7360,4912,MPO,RGB,7dbb0681c75a6d93935eea591f405001a8814bb8bdc741263e75cbccdb661bb1,5c11e12603699393
val_images/58.Aphis gossypii Glover/013.jpg,val_images,58.Aphis gossypii Glover,9,蚜虫,reject,unreadable:OSError:broken data stream when reading image file,,19386308,,,,,,
val_images/58.Aphis gossypii Glover/014.jpg,val_images,58.Aphis gossypii Glover,9,蚜虫,reject,unreadable:OSError:broken data stream when reading image file,,18990000,,,,,,
val_images/58.Aphis gossypii Glover/015.jpg,val_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,val_images/58.Aphis gossypii Glover/015.jpg,78585,512,384,JPEG,RGB,4888d3a20c30e2442f1a54753fb2c27b08c58b150abf06c2c7800726d508f874,081c1c8c65653311
val_images/58.Aphis gossypii Glover/016.jpg,val_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,val_images/58.Aphis gossypii Glover/016.jpg,452118,2272,1704,JPEG,RGB,71a23e7eedea2b6dd6ecefde4dfa2370bcaef18216e5c5dfe60f5f92f864dddf,125a58632d0a223a
val_images/58.Aphis gossypii Glover/017.jpg,val_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,val_images/58.Aphis gossypii Glover/017.jpg,159831,968,648,JPEG,RGB,34406c14d7cf638448230c9e1d3edf9ee037876f0069f03b01f40aba3a9b3992,9a82016f5ad8f066
